G115	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/browser/launch_chromium.go	1015	integer overflow conversion int64 -> uint64
G115	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/browser/archive_security.go	244	integer overflow conversion int64 -> uint64
G115	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/browser/archive_security.go	209	integer overflow conversion int64 -> uint32
G115	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/cmd/server/cli_runtime.go	845	integer overflow conversion int64 -> uint32
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/mouse.go	89	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/mouse.go	37	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/mouse.go	36	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	128	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	120	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	115	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	108	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	98	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	97	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	77	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	76	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	59	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	55	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/math.go	49	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/keyboard.go	84	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/humanize/keyboard.go	56	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G404	HIGH	MEDIUM	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/fingerprint/pool.go	64	Use of weak random number generator (math/rand or math/rand/v2 instead of crypto/rand)
G704	HIGH	HIGH	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/api/sessions.go	478	SSRF via taint analysis
G704	HIGH	HIGH	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/cmd/server/cli_runtime.go	945	SSRF via taint analysis
G704	HIGH	HIGH	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/cmd/server/cli_runtime.go	889	SSRF via taint analysis
G704	HIGH	HIGH	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/cmd/server/cli_runtime.go	884	SSRF via taint analysis
G704	HIGH	HIGH	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/cmd/server/cli.go	1088	SSRF via taint analysis
G704	HIGH	HIGH	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/cmd/server/cli.go	1004	SSRF via taint analysis
G704	HIGH	HIGH	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/cmd/server/cli.go	985	SSRF via taint analysis
G101	HIGH	LOW	/home/ubuntu/forgelocal_self_validation_v6/operational_validation_v1/repo/internal/api/admin_token.go	22	Potential hardcoded credentials
